feature,mean_abs_shap
FLAG_DOCUMENT_6,0.0002020943072791868
PREV_DAYS_FIRST_DUE_COUNT,0.0002015709775472346
FONDKAPREMONT_MODE_reg_oper_account,0.00019471366723437068
NAME_TYPE_SUITE_Family,0.00019384253098193142
HOUSETYPE_MODE_specific_housing,0.00018099716162581632
PREV_NFLAG_LAST_APPL_IN_DAY_SUM,0.0001784124800523148
EMERGENCYSTATE_MODE_nan,0.0001759406618306184
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.00016583739053751108
BUREAU_AMT_ANNUITY_COUNT,0.00016535250852102494
FLAG_DOCUMENT_9,0.00016214785116255842
NAME_TYPE_SUITE_Other_A,0.00014239645515501858
OCCUPATION_TYPE_Cleaning_staff,0.00013515135667636465
NAME_FAMILY_STATUS_Separated,0.0001340482759949656
ORGANIZATION_TYPE_Legal_Services,0.00012627462635268774
PREV_NFLAG_INSURED_ON_APPROVAL_MIN,0.0001243744432375739
ORGANIZATION_TYPE_Transport__type_1,0.00012279241253150105
NAME_TYPE_SUITE_Spouse__partner,0.00012020008948495784
NAME_HOUSING_TYPE_Municipal_apartment,0.00011636902702321048
BUREAU_BB_MONTHS_BALANCE_COUNT_COUNT,0.0001113823501680228
OCCUPATION_TYPE_Sales_staff,0.00010803872702550455
PREV_RATE_INTEREST_PRIMARY_MAX,0.00010620660196228229
ORGANIZATION_TYPE_Other,0.00010422139080232204
ORGANIZATION_TYPE_Hotel,9.708867211812928e-05
PREV_AMT_CREDIT_COUNT,8.677777900200955e-05
PREV_DAYS_LAST_DUE_1ST_VERSION_COUNT,8.446295721296526e-05
BUREAU_CREDIT_DAY_OVERDUE_MAX,8.26830677016032e-05
ORGANIZATION_TYPE_Business_Entity_Type_1,8.09818611967764e-05
ORGANIZATION_TYPE_Government,8.088858858696934e-05
FONDKAPREMONT_MODE_not_specified,7.84224952805407e-05
PREV_DAYS_LAST_DUE_COUNT,7.650814391544824e-05
BUREAU_AMT_CREDIT_SUM_COUNT,7.364372388769397e-05
PREV_RATE_INTEREST_PRIMARY_MEAN,7.044501120370476e-05
FLAG_EMAIL,6.641054943081685e-05
OCCUPATION_TYPE_Managers,6.473898688526433e-05
LIVE_REGION_NOT_WORK_REGION,6.446351011107126e-05
WEEKDAY_APPR_PROCESS_START_THURSDAY,6.373858057598282e-05
REG_REGION_NOT_WORK_REGION,6.323597688163234e-05
PREV_HOUR_APPR_PROCESS_START_COUNT,5.775085749037513e-05
ORGANIZATION_TYPE_Trade__type_7,5.677695269174766e-05
PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,5.6221912062344814e-05
NAME_FAMILY_STATUS_Civil_marriage,5.447103450912655e-05
ORGANIZATION_TYPE_Transport__type_4,5.3237238789937055e-05
PREV_NFLAG_LAST_APPL_IN_DAY_MIN,5.094448113066806e-05
ORGANIZATION_TYPE_Housing,4.7920633006591495e-05
OCCUPATION_TYPE_Cooking_staff,4.747830663305473e-05
ORGANIZATION_TYPE_Postal,4.196892522359271e-05
FONDKAPREMONT_MODE_org_spec_account,3.7743723099383804e-05
DAYS_EMPLOYED_ANOM,3.6742211444548565e-05
ORGANIZATION_TYPE_Business_Entity_Type_2,3.4952771620937515e-05
ORGANIZATION_TYPE_Agriculture,3.27884407778692e-05
NAME_HOUSING_TYPE_With_parents,3.087439402683822e-05
WALLSMATERIAL_MODE_Block,3.020640528617139e-05
AMT_REQ_CREDIT_BUREAU_DAY,2.7365797622290722e-05
BUREAU_CNT_CREDIT_PROLONG_COUNT,2.443271902908434e-05
BUREAU_CNT_CREDIT_PROLONG_SUM,2.3078240605025437e-05
ORGANIZATION_TYPE_Industry__type_3,2.2551224067996275e-05
NAME_TYPE_SUITE_Children,2.1813735196815695e-05
BUREAU_CNT_CREDIT_PROLONG_MIN,1.9983210256679555e-05
INST_NUM_INSTALMENT_NUMBER_MIN,1.754006725076853e-05
WALLSMATERIAL_MODE_Mixed,1.6175389971469213e-05
HOUSETYPE_MODE_nan,1.558245905997969e-05
WALLSMATERIAL_MODE_Wooden,1.5370001861602263e-05
PREV_RATE_INTEREST_PRIMARY_SUM,1.3730192093735886e-05
ORGANIZATION_TYPE_Telecom,1.2598906888596304e-05
HOUSETYPE_MODE_terraced_house,1.0644096821098998e-05
BUREAU_CREDIT_DAY_OVERDUE_MEAN,0.0
BUREAU_CREDIT_DAY_OVERDUE_SUM,0.0
WALLSMATERIAL_MODE_Monolithic,0.0
ORGANIZATION_TYPE_Trade__type_4,0.0
ORGANIZATION_TYPE_Trade__type_5,0.0
ORGANIZATION_TYPE_Trade__type_6,0.0
ORGANIZATION_TYPE_Trade__type_3,0.0
ORGANIZATION_TYPE_Trade__type_1,0.0
ORGANIZATION_TYPE_Transport__type_2,0.0
FLAG_CONT_MOBILE,0.0
FLAG_MOBIL,0.0
INST_AMT_INSTALMENT_COUNT,0.0
BUREAU_OVERDUE_COUNT,0.0
PREV_NFLAG_INSURED_ON_APPROVAL_COUNT,0.0
PREV_NFLAG_INSURED_ON_APPROVAL_MAX,0.0
BUREAU_DAYS_CREDIT_UPDATE_COUNT,0.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_MIN,0.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_COUNT,0.0
BUREAU_BB_MONTHS_BALANCE_MIN_COUNT,0.0
PREV_DAYS_TERMINATION_COUNT,0.0
PREV_RATE_INTEREST_PRIVILEGED_COUNT,0.0
PREV_RATE_INTEREST_PRIVILEGED_SUM,0.0
PREV_RATE_INTEREST_PRIVILEGED_MAX,0.0
PREV_RATE_INTEREST_PRIVILEGED_MEAN,0.0
PREV_RATE_INTEREST_PRIMARY_MIN,0.0
PREV_RATE_INTEREST_PRIMARY_COUNT,0.0
WALLSMATERIAL_MODE_Others,0.0
PREV_DAYS_DECISION_COUNT,0.0
PREV_RATE_INTEREST_PRIVILEGED_MIN,0.0
PREV_NFLAG_LAST_APPL_IN_DAY_MAX,0.0
PREV_SELLERPLACE_AREA_COUNT,0.0
PREV_NFLAG_LAST_APPL_IN_DAY_COUNT,0.0
PREV_DAYS_FIRST_DRAWING_MAX,0.0
BUREAU_BB_MONTHS_BALANCE_SUM_COUNT,0.0
FLAG_OWN_CAR_nan,0.0
INST_IS_LATE_MIN,0.0
INST_IS_LATE_COUNT,0.0
NAME_CONTRACT_TYPE_nan,0.0
INST_DAYS_LATE_COUNT,0.0
INST_IS_LATE_MAX,0.0
BUREAU_CREDIT_DAY_OVERDUE_MIN,0.0
NAME_FAMILY_STATUS_Unknown,0.0
FLAG_DOCUMENT_7,0.0
NAME_EDUCATION_TYPE_nan,0.0
FLAG_DOCUMENT_2,0.0
NAME_HOUSING_TYPE_nan,0.0
NAME_HOUSING_TYPE_Co-op_apartment,0.0
FLAG_DOCUMENT_5,0.0
